다가, 49, 152
마하, 43, 177
아마, 57, 150
차타, 59, 172
타사, 57, 163
가카, 72, 189
가차, 50, 156
차나, 95, 168
자차, 77, 153
바나, 40, 168
라바, 98, 183
타마, 40, 199
다바, 47, 142
차아, 49, 145
다바, 45, 168
카라, 70, 194
아가, 56, 157
마자, 83, 175
하하, 74, 140
타타, 92, 183
타타, 45, 157
사마, 57, 142
다다, 66, 198
사하, 92, 150
바바, 73, 172
나차, 50, 156
타바, 50, 164
타가, 80, 189
사사, 46, 183
라마, 80, 176
카하, 79, 188
마나, 46, 194
차파, 85, 173
바하, 43, 144
아차, 93, 151
아나, 51, 157
라바, 50, 155
라나, 55, 178
다하, 66, 181
사파, 83, 167
가자, 49, 140
가가, 66, 185
차아, 80, 150
파아, 75, 188
파라, 91, 151
사사, 78, 157
카나, 56, 140
자아, 88, 165
라라, 96, 194
차타, 87, 178
바아, 50, 143
라가, 41, 197
나사, 64, 188
타마, 56, 151
자카, 40, 166
파나, 91, 167
하아, 86, 149
파나, 84, 147
파카, 95, 147
마파, 45, 190
나다, 79, 190
바하, 53, 193
하타, 87, 168
바파, 90, 188
라타, 57, 142
사차, 84, 170
차다, 75, 155
사자, 74, 177
가라, 96, 187
나차, 50, 143
가하, 97, 195
자다, 64, 178
다가, 72, 154
차차, 78, 153
하카, 53, 194
하카, 82, 193
차파, 79, 140
나자, 41, 161
가자, 66, 184
바차, 92, 149
타파, 59, 192
마라, 41, 145
차가, 41, 181
카아, 98, 153
파아, 76, 192
가사, 60, 197
하가, 74, 175
자가, 51, 176
나사, 99, 161
사바, 44, 154
파사, 79, 192
자가, 42, 143
타자, 67, 170
파사, 52, 158
아차, 48, 153
마가, 99, 180
바나, 47, 173
사사, 69, 160
자차, 87, 189
사라, 43, 175
바아, 41, 197
가차, 41, 183
다마, 58, 191
자하, 51, 165
마마, 70, 178
아카, 99, 196
다타, 97, 159
아나, 97, 151
차아, 65, 184
라마, 89, 164
아타, 96, 177
파마, 47, 191
마라, 79, 169
파자, 63, 158
자바, 85, 169
하마, 86, 188
가다, 71, 143
파자, 86, 183
가바, 90, 155
타마, 59, 182
아카, 97, 198
사타, 40, 193
타차, 84, 171
나하, 48, 142
라바, 45, 159
사타, 56, 197
아다, 70, 167
나다, 56, 140
바타, 66, 175
자다, 56, 176
자바, 56, 184
가마, 83, 149
카다, 41, 156
차차, 99, 179
바자, 98, 165
가나, 84, 145
나다, 73, 149
나자, 65, 172
차파, 54, 141
타타, 92, 193
바다, 66, 196
타카, 41, 170
가카, 45, 184
파아, 89, 170
자사, 76, 164
파파, 50, 157
다가, 48, 166
바파, 78, 140
아파, 84, 182
차파, 94, 149
가카, 94, 189
라라, 63, 188
자자, 65, 153
마하, 77, 174
차다, 57, 144
바자, 44, 178
카차, 87, 142
가가, 76, 187
나다, 79, 147
마아, 55, 148
바차, 83, 168
카자, 97, 170
가사, 42, 180
타아, 81, 172
다라, 82, 198
차다, 91, 194
하나, 93, 162
라타, 48, 146
사타, 77, 150
라차, 87, 191
라자, 94, 179
아마, 91, 159
하사, 94, 180
아사, 43, 175
아파, 58, 150
하사, 86, 185
나라, 76, 152
다다, 47, 142
자카, 59, 199
아다, 86, 184
파나, 64, 161
파바, 40, 155
사마, 86, 196
가가, 91, 190
자아, 40, 168
자나, 97, 175
라하, 74, 191
바사, 88, 157
다자, 49, 146
아타, 52, 197
아마, 54, 152
하타, 42, 166
카마, 98, 160
가가, 94, 150
카마, 49, 166
하파, 65, 165
나아, 65, 157
카카, 44, 144
타타, 45, 151
다바, 88, 191
사타, 60, 151
바하, 73, 183
나나, 52, 155
다라, 96, 195
바하, 54, 159
카카, 83, 196
사사, 57, 147
자카, 68, 153
차나, 47, 187
라라, 57, 145
차사, 60, 143
가아, 77, 150
카하, 43, 144
파다, 43, 145
사사, 75, 176
바바, 58, 148
나다, 91, 165
타다, 64, 150
자다, 87, 158
바나, 48, 167
다나, 72, 141
자자, 96, 170
다다, 96, 172
사바, 60, 140
자라, 68, 174
라가, 95, 176
아바, 74, 186
하가, 64, 155
나타, 69, 171
나하, 83, 191
차하, 74, 143
자사, 56, 182
바라, 53, 140
아바, 76, 166
파차, 53, 195
타라, 89, 199
파다, 87, 173
마타, 92, 167
라파, 53, 157
가사, 58, 151
마파, 94, 191
차다, 87, 164
파다, 46, 192
자다, 74, 186
사바, 92, 167
사타, 97, 142
가바, 51, 160
가파, 68, 166
가차, 74, 181
바가, 40, 164
사자, 79, 166
카마, 78, 169
파가, 53, 149
카라, 54, 187
자카, 90, 166
타카, 56, 195
카카, 66, 197
자자, 44, 182
마타, 93, 157
하라, 43, 188
차카, 84, 168
자나, 99, 160
자사, 54, 175
하나, 57, 175
사사, 76, 142
나다, 89, 178
자타, 77, 197
사아, 41, 144
라타, 67, 168
다나, 57, 163
차카, 75, 188
라사, 42, 193
자아, 62, 170
라카, 66, 182
사카, 43, 146
사아, 47, 168
바나, 81, 152
아파, 70, 152
나카, 75, 186
사사, 85, 189
카가, 72, 162
바차, 93, 170
타타, 98, 148
카아, 48, 186
가아, 42, 159
카나, 61, 152
바바, 62, 162
카사, 62, 186
타사, 59, 152
타자, 63, 185
나자, 57, 159
하타, 46, 191
파카, 41, 152
마라, 64, 153
다자, 44, 145
바다, 59, 192
자마, 70, 155
타자, 44, 196
바파, 94, 186
카사, 85, 172
바타, 99, 194
타나, 52, 143
사다, 97, 199
마마, 81, 152
라다, 64, 191
파라, 83, 196
하라, 61, 160
다마, 52, 198
파타, 51, 162
가카, 71, 163
타아, 48, 155
카마, 49, 184
파나, 78, 148
나하, 72, 147
사타, 96, 166
차자, 92, 182
다나, 70, 157
사차, 77, 158
라바, 79, 165
바라, 75, 190
가나, 89, 168
가사, 67, 175
다바, 67, 143
다마, 75, 141
나하, 56, 182
가나, 59, 146
마다, 70, 162
나다, 47, 191
다나, 76, 188
아마, 41, 175
아마, 50, 181
차하, 75, 175
바아, 43, 148
타나, 41, 195
바아, 42, 155
타자, 47, 196
타가, 60, 175
사자, 53, 161
자파, 57, 189
사마, 70, 182
바하, 59, 176
파파, 53, 175
가파, 87, 172
바카, 43, 180
라타, 84, 165
사마, 56, 151
차타, 49, 157
가라, 50, 199
차하, 85, 157
바파, 63, 180
차파, 93, 151
마차, 47, 158
가나, 50, 172
아마, 88, 171
마타, 49, 159
파자, 56, 198
카나, 57, 187
아자, 40, 178
가바, 92, 144
바라, 67, 172
아타, 84, 142
사다, 64, 141
아카, 40, 195
마라, 72, 179
파마, 76, 144
아바, 77, 160
다자, 81, 198
타마, 96, 199
가마, 82, 171
차마, 81, 156
하파, 43, 180
자카, 43, 146
가타, 54, 185
나마, 88, 171
바아, 80, 165
가사, 70, 186
파파, 50, 164
다하, 64, 196
아마, 52, 175
타라, 55, 175
가마, 63, 197
자다, 68, 193
하나, 59, 195
카다, 71, 185
다아, 99, 195
파파, 71, 197
나차, 85, 182
사사, 93, 171
다라, 79, 180
가아, 65, 153
타다, 49, 166
바라, 69, 194
가나, 99, 174
다타, 60, 165
아다, 54, 191
나자, 77, 157
라라, 94, 178
사차, 60, 151
라바, 57, 144
하하, 59, 190
가사, 59, 197
가가, 49, 174
바카, 45, 165
카사, 91, 190
사바, 88, 173
나하, 98, 199
나아, 60, 170
차차, 87, 196
하타, 67, 153
타사, 48, 176
파차, 64, 157
가다, 56, 148
가자, 78, 167
바하, 66, 159
아마, 59, 181
바가, 87, 171
바아, 67, 195
타사, 91, 159
바사, 90, 140
카차, 75, 199
타라, 40, 183
하자, 46, 167
마카, 71, 147
타자, 43, 148
차가, 46, 193
마하, 66, 145
차자, 65, 168
마타, 88, 172
하다, 54, 193
타파, 61, 148
가사, 69, 157
자아, 70, 195
나차, 61, 174
하하, 73, 171
바타, 57, 192
타카, 73, 153
마가, 57, 150
파아, 64, 178
다다, 90, 194
사자, 43, 151
타차, 52, 143
나다, 41, 162
차아, 76, 161
다사, 72, 161
바파, 52, 159
아파, 93, 183
다마, 59, 186
차아, 96, 162
아카, 63, 152
바아, 79, 140
타카, 46, 154
사타, 63, 145
라다, 61, 148
차하, 84, 140
파라, 47, 160
마바, 75, 193
자다, 94, 187
마마, 50, 151
파바, 89, 195
다타, 63, 145
나나, 58, 178
가하, 45, 181
자파, 80, 158
차나, 42, 181
바하, 55, 176
라하, 56, 157
타아, 71, 162
라자, 77, 188
카사, 60, 191
자아, 57, 184
카자, 77, 164
라라, 62, 148
하라, 72, 162
아타, 56, 184
사가, 97, 180
자타, 69, 179
하바, 57, 181
바카, 63, 180
사차, 81, 192
타하, 42, 170
차자, 45, 153
아바, 84, 198
타자, 73, 176
사바, 93, 170
파나, 73, 190
자라, 85, 152
마나, 77, 160
바나, 57, 189
나가, 44, 146
라카, 79, 145
하라, 91, 154
사마, 82, 163
아카, 57, 143
마카, 95, 194
자타, 48, 193
타마, 42, 150
카마, 79, 188
아자, 49, 150
나타, 67, 145
바아, 81, 140
하파, 74, 152
타바, 40, 166
자바, 42, 154
파타, 92, 143
다라, 50, 146
파자, 54, 170
다라, 67, 184
카바, 73, 190
자아, 82, 195
가사, 44, 152
하타, 62, 155
파가, 42, 142
사아, 51, 146
카사, 86, 141
아사, 88, 176
카마, 90, 157
자사, 53, 186
다나, 81, 191
다타, 84, 160
마라, 78, 183
바타, 66, 143
타아, 83, 146
마가, 86, 142
아파, 49, 167
마파, 45, 166
마사, 54, 198
아파, 45, 158
바아, 60, 193
가파, 83, 172
바가, 47, 173
카다, 90, 186
차마, 63, 152
다다, 79, 189
다나, 77, 190
아나, 41, 180
카마, 52, 160
마사, 76, 190
아다, 88, 194
자바, 51, 146
다마, 80, 166
바카, 98, 156
타나, 78, 156
나나, 55, 186
다카, 71, 145
마가, 68, 170
아가, 62, 149
하마, 78, 183
가타, 56, 196
파다, 54, 181
나카, 44, 186
바사, 89, 159
나자, 42, 167
차하, 73, 169
타차, 57, 187
마바, 43, 168
카가, 52, 189
라라, 88, 193
다아, 41, 143
차바, 58, 172
바하, 63, 161
자타, 78, 183
차파, 60, 148
파마, 93, 188
다가, 47, 143
다다, 56, 158
자카, 44, 148
하나, 93, 143
타나, 72, 143
다아, 98, 151
파가, 97, 141
나타, 99, 142
바아, 43, 154
파파, 77, 156
나하, 74, 151
사아, 91, 162
사마, 71, 177
마가, 64, 191
파타, 88, 146
라차, 88, 166
가다, 64, 188
다다, 51, 152
다카, 60, 199
카아, 89, 174
사자, 94, 177
카파, 69, 199
카타, 90, 143
바사, 40, 197
가나, 44, 195
타바, 49, 144
하사, 75, 146
카사, 87, 160
다바, 92, 149
차마, 40, 194
차자, 77, 150
라하, 98, 155
마나, 46, 188
카타, 54, 152
나차, 92, 149
자마, 83, 148
라나, 40, 146
바라, 51, 168
